Age,Gender,Region,NetworkCoverage,InternetSpeed,CustomerSupport,AppExperience,PlanSatisfaction,CallQuality,Duration,FeedbackText,SatisfactionScore
23,Female,Andhra Pradesh,9,7,8,2,8,2,9.9,The mobile app is slow to load.,72
55,Male,Tamil Nadu,7,10,1,5,9,5,5.3,App crashes during recharge.,62
60,Male,Kerala,1,5,4,6,2,8,2.0,Customer support is very helpful.,32
24,Male,Kerala,3,8,4,1,7,3,9.7,Great experience overall.,60
38,Male,Karnataka,1,1,7,4,1,10,1.3,Signal drops frequently in my area.,28
18,Male,Karnataka,5,2,9,4,2,9,2.4,Signal drops frequently in my area.,46
60,Male,Telangana,6,5,7,2,6,6,5.9,The mobile app is slow to load.,61
33,Male,Tamil Nadu,9,2,6,3,2,4,6.1,I am satisfied with my plan.,32
47,Male,Andhra Pradesh,2,9,3,7,3,8,6.6,Poor network coverage indoors.,48
27,Male,Kerala,2,7,2,1,1,3,9.4,"Good internet speed, even during peak hours.",33
29,Female,Kerala,3,1,2,1,1,8,1.1,Poor network coverage indoors.,13
20,Male,Kerala,7,5,9,6,9,3,5.1,App crashes during recharge.,76
20,Female,Telangana,7,2,8,6,4,7,4.4,Signal drops frequently in my area.,45
29,Female,Kerala,3,4,3,2,1,8,6.7,I am satisfied with my plan.,27
50,Male,Kerala,9,9,5,5,1,5,3.6,App crashes during recharge.,53
33,Female,Andhra Pradesh,1,1,3,7,10,3,5.4,The mobile app is slow to load.,49
63,Female,Karnataka,7,3,10,6,10,1,5.0,Poor network coverage indoors.,79
59,Male,Karnataka,9,5,9,4,1,8,0.5,Call quality could be better.,53
47,Male,Andhra Pradesh,4,7,3,6,8,5,2.8,Poor network coverage indoors.,56
38,Male,Andhra Pradesh,3,5,9,5,3,8,0.8,I am satisfied with my plan.,52
42,Male,Kerala,7,10,10,6,10,7,6.9,I am satisfied with my plan.,98
29,Female,Kerala,5,4,9,8,6,8,4.1,Call quality could be better.,68
24,Male,Telangana,3,7,7,2,10,10,5.6,App crashes during recharge.,79
41,Female,Telangana,2,4,9,9,7,1,9.4,The mobile app is slow to load.,66
65,Male,Telangana,9,2,2,7,10,1,1.0,App crashes during recharge.,50
39,Male,Kerala,9,8,6,2,7,6,10.0,Call quality could be better.,75
58,Female,Andhra Pradesh,8,2,5,10,10,6,8.8,Internet is fast and reliable.,52
26,Female,Andhra Pradesh,9,7,8,6,8,8,2.4,I am satisfied with my plan.,82
63,Male,Karnataka,1,5,10,3,4,8,4.2,Call quality could be better.,66
32,Female,Karnataka,7,4,9,5,2,2,4.4,Call quality could be better.,48
24,Male,Tamil Nadu,10,3,1,1,4,8,6.8,"Good internet speed, even during peak hours.",27
23,Male,Andhra Pradesh,8,4,3,10,10,5,0.5,Great experience overall.,60
24,Female,Kerala,3,2,5,7,7,3,5.8,Great experience overall.,44
62,Female,Telangana,4,3,6,2,6,5,8.1,Internet is fast and reliable.,51
62,Female,Telangana,7,5,3,6,2,8,4.8,Poor network coverage indoors.,29
64,Female,Andhra Pradesh,1,6,5,3,3,8,2.6,I am satisfied with my plan.,46
55,Male,Telangana,8,3,5,6,1,5,0.8,Call quality could be better.,29
42,Male,Kerala,4,2,10,10,8,3,7.1,Call quality could be better.,65
44,Female,Kerala,5,8,4,4,9,1,6.5,Call quality could be better.,74
59,Male,Andhra Pradesh,9,7,4,10,4,6,1.8,Customer support is very helpful.,49
62,Male,Andhra Pradesh,9,3,3,10,9,8,2.4,Internet is fast and reliable.,53
41,Male,Tamil Nadu,2,6,4,7,2,1,5.7,Call quality could be better.,40
55,Female,Andhra Pradesh,10,4,10,8,3,9,5.8,Poor network coverage indoors.,58
32,Male,Karnataka,1,10,2,9,4,4,8.5,Call quality could be better.,54
21,Female,Kerala,1,9,1,3,4,8,6.6,Poor network coverage indoors.,48
25,Female,Tamil Nadu,6,2,4,2,5,1,6.1,Signal drops frequently in my area.,34
20,Female,Telangana,9,3,1,4,3,9,7.4,Customer support is very helpful.,19
43,Female,Telangana,10,9,1,9,10,4,9.9,Great experience overall.,68
32,Female,Andhra Pradesh,6,5,4,4,4,1,5.4,Internet is fast and reliable.,42
20,Female,Karnataka,3,4,7,10,10,9,0.9,Poor network coverage indoors.,66
45,Male,Karnataka,9,6,5,10,7,3,9.5,The mobile app is slow to load.,55
55,Female,Telangana,7,1,10,9,3,8,1.7,Signal drops frequently in my area.,44
57,Male,Kerala,4,1,5,8,4,1,2.8,Customer support is very helpful.,37
45,Male,Telangana,5,10,7,5,5,1,6.9,Great experience overall.,74
37,Female,Karnataka,2,8,9,7,7,10,9.0,"Good internet speed, even during peak hours.",77
60,Male,Andhra Pradesh,7,8,6,6,2,10,5.0,Signal drops frequently in my area.,49
44,Female,Andhra Pradesh,1,2,1,6,7,6,5.0,Call quality could be better.,29
57,Female,Tamil Nadu,3,2,7,2,5,5,3.0,App crashes during recharge.,51
59,Female,Karnataka,6,3,2,5,10,5,3.7,Internet is fast and reliable.,46
32,Female,Tamil Nadu,2,7,2,3,1,2,3.5,Internet is fast and reliable.,32
45,Male,Kerala,1,1,8,8,2,4,6.0,The mobile app is slow to load.,41
31,Female,Tamil Nadu,9,10,3,1,1,9,6.8,"Good internet speed, even during peak hours.",44
33,Female,Andhra Pradesh,5,8,5,10,1,4,3.5,The mobile app is slow to load.,44
52,Female,Tamil Nadu,3,9,2,5,1,7,2.1,App crashes during recharge.,37
47,Male,Telangana,6,2,4,3,3,8,6.9,App crashes during recharge.,34
24,Female,Karnataka,9,4,8,2,7,5,6.7,Internet is fast and reliable.,59
56,Male,Andhra Pradesh,6,3,9,6,3,5,2.9,Poor network coverage indoors.,46
51,Female,Kerala,6,8,5,3,7,5,5.8,Internet is fast and reliable.,70
29,Male,Telangana,3,1,9,5,4,1,5.7,"Good internet speed, even during peak hours.",50
57,Male,Tamil Nadu,5,10,4,3,7,7,9.4,Customer support is very helpful.,66
42,Male,Tamil Nadu,8,2,6,9,7,7,1.7,App crashes during recharge.,48
28,Female,Telangana,1,4,4,3,4,3,7.9,Poor network coverage indoors.,40
60,Female,Karnataka,7,2,10,7,6,9,3.4,Internet is fast and reliable.,59
23,Female,Kerala,5,1,9,3,2,7,5.9,The mobile app is slow to load.,37
35,Male,Kerala,2,10,3,9,3,3,9.0,Great experience overall.,50
18,Male,Tamil Nadu,7,4,10,8,10,10,8.5,Signal drops frequently in my area.,84
31,Male,Telangana,2,1,8,3,3,7,1.8,Poor network coverage indoors.,42
60,Male,Tamil Nadu,8,5,8,2,1,5,1.2,Customer support is very helpful.,50
45,Male,Karnataka,2,4,7,4,7,5,5.5,Customer support is very helpful.,56
61,Female,Andhra Pradesh,4,4,6,8,2,9,2.8,The mobile app is slow to load.,38
20,Female,Telangana,9,3,3,6,2,3,6.7,"Good internet speed, even during peak hours.",25
61,Female,Tamil Nadu,5,5,1,6,8,1,7.8,Signal drops frequently in my area.,50
51,Female,Kerala,5,9,3,7,9,6,5.3,Great experience overall.,66
32,Male,Andhra Pradesh,10,8,4,9,3,1,2.3,I am satisfied with my plan.,53
53,Female,Andhra Pradesh,5,8,5,9,7,4,9.6,Signal drops frequently in my area.,70
34,Female,Andhra Pradesh,1,3,3,3,8,8,0.5,I am satisfied with my plan.,43
47,Female,Kerala,3,10,10,6,9,5,4.4,Customer support is very helpful.,97
34,Female,Kerala,2,4,5,1,4,10,4.6,Poor network coverage indoors.,40
42,Female,Andhra Pradesh,6,2,5,1,2,5,2.9,Signal drops frequently in my area.,29
36,Male,Tamil Nadu,5,9,2,7,10,8,6.7,App crashes during recharge.,66
42,Male,Telangana,1,7,2,1,6,7,2.6,Poor network coverage indoors.,47
50,Female,Karnataka,5,5,2,8,5,3,6.5,Customer support is very helpful.,40
54,Male,Andhra Pradesh,6,10,2,4,1,7,9.8,Signal drops frequently in my area.,44
62,Male,Telangana,8,7,5,7,5,10,0.6,Internet is fast and reliable.,61
23,Female,Karnataka,8,6,3,10,7,6,4.5,Great experience overall.,49
57,Male,Kerala,9,7,10,10,4,1,1.1,Call quality could be better.,68
25,Male,Telangana,3,4,1,2,4,7,4.8,App crashes during recharge.,26
38,Male,Andhra Pradesh,9,8,9,7,8,3,5.9,App crashes during recharge.,83
28,Female,Telangana,3,10,6,9,8,8,8.9,Call quality could be better.,77
50,Female,Tamil Nadu,2,2,5,9,10,4,9.6,Customer support is very helpful.,56
18,Male,Karnataka,1,8,7,5,1,4,6.3,App crashes during recharge.,57
19,Male,Tamil Nadu,9,1,1,7,10,2,6.2,The mobile app is slow to load.,37
25,Female,Karnataka,10,6,3,10,8,7,1.0,I am satisfied with my plan.,54
61,Male,Telangana,6,3,2,2,9,4,8.9,Customer support is very helpful.,46
34,Male,Telangana,1,6,7,6,5,10,8.3,Great experience overall.,61
47,Male,Tamil Nadu,6,9,4,3,4,7,3.0,Poor network coverage indoors.,54
46,Female,Andhra Pradesh,6,6,7,1,5,3,2.7,Customer support is very helpful.,63
30,Male,Telangana,8,4,6,3,1,1,4.4,Internet is fast and reliable.,37
44,Female,Karnataka,3,5,4,8,1,9,7.8,Great experience overall.,38
23,Female,Telangana,10,2,4,3,4,7,4.4,App crashes during recharge.,33
27,Male,Karnataka,10,10,4,9,5,2,2.7,Call quality could be better.,61
51,Female,Kerala,5,8,7,10,2,2,9.1,Internet is fast and reliable.,56
54,Male,Telangana,1,6,1,2,6,9,3.5,App crashes during recharge.,42
61,Female,Andhra Pradesh,7,2,10,6,3,4,8.3,Poor network coverage indoors.,50
49,Female,Kerala,4,5,1,2,5,9,3.9,Internet is fast and reliable.,41
53,Female,Telangana,1,8,9,4,2,10,2.7,I am satisfied with my plan.,60
26,Female,Tamil Nadu,3,2,7,9,8,5,3.4,Customer support is very helpful.,54
44,Female,Telangana,5,4,5,1,6,3,3.1,The mobile app is slow to load.,52
18,Female,Telangana,1,1,2,4,1,7,6.7,I am satisfied with my plan.,17
51,Female,Andhra Pradesh,4,5,2,4,9,1,0.8,Customer support is very helpful.,50
30,Female,Telangana,3,9,4,9,4,8,9.3,"Good internet speed, even during peak hours.",52
36,Female,Telangana,5,2,5,10,8,7,1.6,Call quality could be better.,54
34,Male,Andhra Pradesh,3,5,4,1,5,8,4.5,Signal drops frequently in my area.,48
29,Female,Kerala,1,8,2,4,2,3,5.2,Great experience overall.,42
45,Female,Tamil Nadu,2,7,1,5,6,10,5.5,App crashes during recharge.,51
32,Female,Karnataka,6,3,3,1,4,5,5.1,Signal drops frequently in my area.,38
62,Male,Tamil Nadu,3,6,1,2,9,6,4.3,App crashes during recharge.,53
41,Male,Karnataka,5,5,8,1,3,6,9.3,Call quality could be better.,54
33,Female,Telangana,7,2,8,8,2,8,3.8,Call quality could be better.,41
56,Male,Telangana,6,2,9,3,9,10,3.0,Call quality could be better.,70
63,Male,Kerala,5,2,3,3,6,8,2.1,Internet is fast and reliable.,40
54,Male,Andhra Pradesh,2,8,8,9,2,7,6.6,"Good internet speed, even during peak hours.",56
27,Female,Telangana,1,10,8,7,9,3,1.4,"Good internet speed, even during peak hours.",90
62,Male,Kerala,2,3,5,2,7,10,9.0,The mobile app is slow to load.,46
43,Female,Kerala,10,5,3,4,9,10,8.5,App crashes during recharge.,53
45,Female,Telangana,3,4,10,5,7,1,9.0,App crashes during recharge.,72
44,Female,Telangana,10,8,3,3,3,8,8.8,Internet is fast and reliable.,47
27,Female,Andhra Pradesh,3,4,5,1,1,4,2.4,Internet is fast and reliable.,34
52,Male,Telangana,2,6,10,6,1,6,3.5,I am satisfied with my plan.,55
41,Male,Kerala,7,4,3,7,1,4,9.2,"Good internet speed, even during peak hours.",27
39,Female,Telangana,10,10,4,8,9,7,6.9,I am satisfied with my plan.,78
40,Male,Karnataka,7,7,3,1,9,3,5.2,The mobile app is slow to load.,64
65,Female,Andhra Pradesh,10,4,5,5,7,1,8.6,Signal drops frequently in my area.,56
41,Female,Kerala,3,5,1,3,7,9,2.4,Customer support is very helpful.,39
23,Female,Tamil Nadu,1,5,10,4,4,4,8.2,Internet is fast and reliable.,68
45,Male,Kerala,5,7,6,9,10,2,1.7,Call quality could be better.,79
57,Female,Kerala,6,6,10,4,7,5,6.7,Poor network coverage indoors.,74
44,Male,Tamil Nadu,9,6,9,4,2,3,9.0,"Good internet speed, even during peak hours.",60
55,Female,Telangana,1,4,2,3,3,3,1.6,"Good internet speed, even during peak hours.",29
42,Female,Kerala,6,3,9,5,1,5,4.8,App crashes during recharge.,41
45,Female,Karnataka,9,5,7,5,8,9,2.3,The mobile app is slow to load.,63
23,Female,Telangana,1,9,3,8,7,3,3.7,Great experience overall.,64
55,Female,Kerala,7,8,7,3,1,3,7.6,Signal drops frequently in my area.,52
29,Female,Kerala,7,2,10,6,10,9,3.4,I am satisfied with my plan.,76
34,Female,Tamil Nadu,5,7,2,4,5,2,9.2,"Good internet speed, even during peak hours.",51
51,Male,Karnataka,6,2,3,3,9,10,5.7,Internet is fast and reliable.,42
61,Male,Andhra Pradesh,3,2,4,6,7,4,8.2,Poor network coverage indoors.,46
22,Female,Kerala,10,4,8,2,7,8,9.5,Customer support is very helpful.,67
51,Male,Karnataka,8,5,1,7,9,2,7.2,Great experience overall.,47
33,Female,Tamil Nadu,10,8,9,7,4,10,8.1,Great experience overall.,74
18,Male,Telangana,3,6,1,6,4,7,2.4,Signal drops frequently in my area.,34
18,Female,Andhra Pradesh,7,7,2,10,8,3,3.8,Signal drops frequently in my area.,55
26,Female,Karnataka,8,3,10,1,6,2,6.2,Poor network coverage indoors.,68
58,Male,Telangana,6,7,4,4,1,10,6.3,Great experience overall.,43
39,Male,Andhra Pradesh,7,2,1,7,3,6,1.3,App crashes during recharge.,24
50,Male,Telangana,3,9,1,5,6,4,4.8,Poor network coverage indoors.,50
57,Female,Kerala,9,6,10,8,4,3,0.7,Customer support is very helpful.,71
25,Male,Andhra Pradesh,8,6,2,2,9,6,9.2,Call quality could be better.,52
35,Male,Kerala,10,10,3,5,8,5,6.3,The mobile app is slow to load.,70
28,Male,Telangana,5,4,2,4,2,8,8.8,Call quality could be better.,24
27,Male,Karnataka,3,9,3,3,8,7,4.6,"Good internet speed, even during peak hours.",66
46,Male,Karnataka,7,3,6,7,9,3,6.2,Customer support is very helpful.,57
25,Female,Karnataka,6,3,9,3,7,1,3.2,Signal drops frequently in my area.,61
21,Female,Andhra Pradesh,8,7,9,8,7,10,3.5,Internet is fast and reliable.,78
64,Female,Tamil Nadu,10,7,10,1,1,1,3.8,"Good internet speed, even during peak hours.",57
28,Female,Tamil Nadu,10,2,2,7,4,5,3.5,App crashes during recharge.,23
58,Female,Tamil Nadu,8,2,10,1,2,3,1.7,Great experience overall.,44
52,Female,Telangana,10,8,1,10,5,2,8.7,Poor network coverage indoors.,51
39,Male,Karnataka,1,5,10,7,4,6,7.0,Great experience overall.,66
64,Male,Kerala,6,2,1,3,9,8,8.2,Customer support is very helpful.,42
20,Female,Telangana,6,3,8,1,1,1,3.8,Call quality could be better.,39
42,Female,Karnataka,4,1,4,5,5,2,8.2,Signal drops frequently in my area.,36
58,Female,Kerala,4,8,1,4,2,9,1.3,Call quality could be better.,34
62,Male,Kerala,7,10,8,4,5,5,9.5,Poor network coverage indoors.,75
58,Male,Kerala,8,8,6,4,5,4,5.5,Internet is fast and reliable.,63
63,Male,Andhra Pradesh,6,6,7,5,10,1,5.1,Call quality could be better.,72
54,Male,Kerala,5,9,4,8,1,7,3.5,Great experience overall.,51
19,Female,Kerala,10,4,5,2,8,9,6.0,Customer support is very helpful.,60
52,Male,Andhra Pradesh,1,9,9,2,7,10,3.4,Customer support is very helpful.,83
26,Male,Karnataka,2,7,4,4,6,5,4.6,I am satisfied with my plan.,55
62,Male,Kerala,1,7,7,9,5,8,6.4,"Good internet speed, even during peak hours.",67
25,Female,Tamil Nadu,6,9,4,1,3,6,0.9,App crashes during recharge.,52
24,Female,Telangana,8,3,3,6,7,2,4.6,The mobile app is slow to load.,39
35,Male,Kerala,9,7,4,6,1,4,7.6,Poor network coverage indoors.,36
28,Male,Kerala,7,5,5,8,5,6,1.0,Customer support is very helpful.,54
65,Female,Telangana,5,6,6,7,7,5,7.9,The mobile app is slow to load.,60
23,Female,Andhra Pradesh,8,5,1,2,6,3,1.3,Internet is fast and reliable.,40
20,Male,Kerala,2,6,2,10,2,5,8.6,Signal drops frequently in my area.,36
53,Female,Kerala,5,6,5,5,5,4,9.2,Internet is fast and reliable.,52
58,Male,Telangana,4,9,7,9,10,4,4.1,Great experience overall.,88
27,Female,Kerala,10,7,3,10,2,2,10.0,Signal drops frequently in my area.,42
61,Female,Andhra Pradesh,4,9,10,10,10,10,5.4,App crashes during recharge.,98
26,Female,Tamil Nadu,2,3,1,5,3,3,3.9,Poor network coverage indoors.,28
40,Female,Telangana,5,10,5,1,8,10,6.9,Call quality could be better.,79
33,Female,Kerala,8,3,2,7,2,5,0.7,"Good internet speed, even during peak hours.",19
62,Female,Andhra Pradesh,4,10,2,9,10,7,5.7,App crashes during recharge.,70
30,Male,Kerala,1,6,5,7,10,5,5.3,App crashes during recharge.,69
48,Female,Andhra Pradesh,1,1,9,6,6,6,5.1,Call quality could be better.,51
64,Male,Karnataka,3,9,5,10,7,10,9.6,Call quality could be better.,68
65,Male,Karnataka,6,5,8,6,6,10,1.0,App crashes during recharge.,68
58,Male,Karnataka,3,1,1,5,1,9,3.1,Great experience overall.,5
60,Female,Andhra Pradesh,10,1,5,6,7,2,8.4,"Good internet speed, even during peak hours.",48
20,Male,Karnataka,4,5,6,10,7,10,3.9,Call quality could be better.,55
30,Male,Telangana,9,9,6,4,6,4,9.2,Call quality could be better.,74
19,Male,Telangana,8,10,9,8,10,9,5.2,Customer support is very helpful.,100
59,Female,Telangana,5,6,6,10,9,6,0.9,Poor network coverage indoors.,71
45,Male,Karnataka,8,10,5,4,9,9,9.1,Call quality could be better.,78
21,Male,Andhra Pradesh,1,1,10,2,3,4,8.0,Customer support is very helpful.,44
56,Female,Telangana,6,7,4,3,5,2,7.8,Signal drops frequently in my area.,50
30,Female,Karnataka,6,3,4,6,4,10,8.8,Internet is fast and reliable.,41
54,Female,Karnataka,7,2,2,8,4,8,4.4,App crashes during recharge.,25
47,Male,Andhra Pradesh,9,6,8,4,7,10,2.0,Great experience overall.,69
30,Female,Tamil Nadu,9,6,9,8,2,7,9.7,App crashes during recharge.,60
46,Female,Andhra Pradesh,3,6,4,6,1,10,7.5,Signal drops frequently in my area.,34
18,Female,Tamil Nadu,8,2,2,2,9,1,6.0,Call quality could be better.,41
65,Female,Kerala,7,1,1,6,10,3,1.3,Internet is fast and reliable.,37
28,Male,Telangana,6,2,3,6,2,5,3.4,"Good internet speed, even during peak hours.",24
20,Male,Andhra Pradesh,4,4,10,2,3,10,4.1,Great experience overall.,57
36,Male,Karnataka,2,5,4,6,9,2,8.6,App crashes during recharge.,61
45,Female,Telangana,10,5,2,10,10,4,6.1,"Good internet speed, even during peak hours.",55
20,Male,Tamil Nadu,4,2,8,1,1,10,0.6,Internet is fast and reliable.,34
51,Female,Telangana,9,9,9,6,5,3,9.7,Signal drops frequently in my area.,74
27,Male,Andhra Pradesh,3,1,2,5,7,7,1.7,Customer support is very helpful.,36
49,Male,Karnataka,1,6,1,8,4,6,5.5,Great experience overall.,40
49,Female,Karnataka,5,1,3,5,7,8,9.6,I am satisfied with my plan.,34
33,Female,Andhra Pradesh,7,6,4,8,2,3,6.1,Internet is fast and reliable.,43
28,Male,Karnataka,7,2,1,2,4,8,9.5,I am satisfied with my plan.,22
48,Female,Telangana,2,1,6,4,2,7,4.1,I am satisfied with my plan.,29
36,Male,Karnataka,8,9,4,1,2,10,6.7,Poor network coverage indoors.,55
39,Female,Karnataka,2,7,4,3,6,2,3.6,Signal drops frequently in my area.,54
24,Male,Tamil Nadu,8,5,10,4,4,9,0.7,"Good internet speed, even during peak hours.",65
58,Female,Andhra Pradesh,3,10,10,10,7,1,8.1,Signal drops frequently in my area.,86
53,Male,Karnataka,10,4,6,6,8,2,5.5,The mobile app is slow to load.,58
41,Male,Kerala,10,9,5,6,1,9,9.4,Poor network coverage indoors.,45
21,Male,Telangana,8,2,1,2,6,1,8.8,Call quality could be better.,29
58,Male,Andhra Pradesh,2,6,8,1,5,2,1.1,The mobile app is slow to load.,60
64,Female,Karnataka,3,1,8,6,3,6,3.3,The mobile app is slow to load.,44
21,Male,Telangana,8,9,1,3,9,5,2.1,I am satisfied with my plan.,67
65,Female,Andhra Pradesh,8,5,5,10,5,2,2.8,Customer support is very helpful.,50
46,Female,Andhra Pradesh,5,9,4,5,5,3,8.3,App crashes during recharge.,57
48,Male,Karnataka,1,4,2,3,4,6,8.7,Great experience overall.,36
62,Female,Andhra Pradesh,9,7,10,5,4,4,6.0,App crashes during recharge.,73
27,Female,Karnataka,6,4,9,6,4,9,7.8,I am satisfied with my plan.,58
46,Female,Telangana,4,1,8,2,6,3,6.7,Internet is fast and reliable.,54
49,Male,Tamil Nadu,4,2,8,2,4,5,3.8,"Good internet speed, even during peak hours.",50
28,Female,Telangana,2,1,1,3,5,7,6.2,Customer support is very helpful.,22
45,Male,Kerala,9,4,9,10,8,10,0.7,I am satisfied with my plan.,68
54,Male,Karnataka,8,9,3,2,6,7,2.5,Signal drops frequently in my area.,63
33,Male,Telangana,3,5,7,1,4,9,6.5,Great experience overall.,55
41,Female,Tamil Nadu,5,6,10,4,3,6,2.8,Call quality could be better.,60
55,Female,Karnataka,10,9,4,4,10,10,5.5,Internet is fast and reliable.,74
22,Male,Tamil Nadu,10,1,7,6,10,7,7.2,The mobile app is slow to load.,61
28,Female,Karnataka,10,4,8,3,4,5,2.8,I am satisfied with my plan.,51
26,Female,Karnataka,5,9,5,7,2,10,7.1,I am satisfied with my plan.,52
60,Female,Kerala,10,2,5,2,3,10,9.2,Customer support is very helpful.,31
47,Female,Tamil Nadu,1,10,1,7,4,9,3.6,"Good internet speed, even during peak hours.",49
19,Female,Kerala,5,8,3,10,1,10,4.4,Signal drops frequently in my area.,39
52,Male,Tamil Nadu,8,2,8,8,5,4,1.7,I am satisfied with my plan.,51
35,Male,Andhra Pradesh,6,6,9,2,4,4,9.0,Customer support is very helpful.,61
18,Male,Kerala,8,4,4,7,4,7,4.3,I am satisfied with my plan.,37
40,Female,Tamil Nadu,5,3,2,7,4,3,3.0,"Good internet speed, even during peak hours.",33
51,Female,Telangana,8,6,10,1,5,1,9.0,I am satisfied with my plan.,74
55,Female,Tamil Nadu,9,8,2,1,5,9,1.4,I am satisfied with my plan.,54
35,Female,Karnataka,7,6,6,5,6,5,4.7,I am satisfied with my plan.,55
56,Female,Kerala,2,3,7,3,5,4,3.4,Poor network coverage indoors.,47
49,Female,Kerala,10,7,7,1,9,2,7.0,I am satisfied with my plan.,75
52,Female,Andhra Pradesh,4,2,1,3,3,5,5.8,Great experience overall.,24
33,Male,Andhra Pradesh,5,6,10,9,2,2,7.9,I am satisfied with my plan.,65
28,Female,Tamil Nadu,8,5,1,9,9,2,0.6,"Good internet speed, even during peak hours.",55
44,Male,Andhra Pradesh,6,1,5,6,7,4,6.8,Internet is fast and reliable.,38
38,Female,Karnataka,8,2,8,7,1,3,8.5,Internet is fast and reliable.,33
49,Male,Karnataka,5,9,4,10,5,3,3.5,Great experience overall.,55
41,Female,Telangana,3,1,3,10,5,5,7.8,Customer support is very helpful.,33
38,Male,Kerala,1,1,6,3,7,4,2.9,"Good internet speed, even during peak hours.",43
45,Female,Tamil Nadu,1,10,9,3,10,2,6.0,Poor network coverage indoors.,94
41,Female,Telangana,10,9,9,4,6,10,5.1,Call quality could be better.,80
34,Female,Andhra Pradesh,10,2,8,9,10,3,3.5,Internet is fast and reliable.,67
18,Male,Andhra Pradesh,4,9,5,5,10,7,2.4,"Good internet speed, even during peak hours.",83
21,Female,Andhra Pradesh,10,3,2,8,6,3,9.1,Signal drops frequently in my area.,33
30,Female,Karnataka,3,9,10,3,10,4,0.5,App crashes during recharge.,100
18,Female,Karnataka,10,10,10,5,3,9,3.1,Internet is fast and reliable.,78
37,Male,Tamil Nadu,5,2,10,8,10,10,1.9,Signal drops frequently in my area.,74
21,Female,Tamil Nadu,10,5,7,10,10,6,7.1,Great experience overall.,76
29,Female,Andhra Pradesh,9,3,9,3,7,3,3.2,"Good internet speed, even during peak hours.",59
39,Female,Kerala,6,4,3,2,9,2,8.0,I am satisfied with my plan.,53
60,Male,Telangana,4,9,3,7,4,10,9.8,Poor network coverage indoors.,56
50,Female,Telangana,6,6,10,10,3,9,5.5,The mobile app is slow to load.,64
28,Male,Telangana,5,6,5,6,9,5,1.6,I am satisfied with my plan.,71
26,Male,Karnataka,8,8,6,6,3,5,3.0,Poor network coverage indoors.,54
45,Female,Andhra Pradesh,1,3,4,2,5,2,8.2,Great experience overall.,41
24,Female,Tamil Nadu,9,10,4,1,4,2,5.8,App crashes during recharge.,61
51,Female,Karnataka,10,9,10,10,9,6,2.4,App crashes during recharge.,94
55,Male,Telangana,4,1,4,10,10,3,4.0,Call quality could be better.,48
57,Female,Tamil Nadu,3,4,9,2,3,3,10.0,Great experience overall.,48
54,Male,Andhra Pradesh,5,3,7,8,10,8,8.8,Signal drops frequently in my area.,72
61,Female,Tamil Nadu,4,6,6,4,5,8,9.1,Internet is fast and reliable.,58
33,Female,Karnataka,9,5,1,10,4,6,7.7,Internet is fast and reliable.,34
63,Male,Tamil Nadu,4,1,9,2,5,7,7.6,Signal drops frequently in my area.,49
54,Female,Telangana,6,7,2,6,4,6,9.1,Call quality could be better.,44
43,Female,Telangana,7,9,5,4,7,7,3.0,Call quality could be better.,67
41,Male,Andhra Pradesh,10,7,8,8,2,2,4.4,Customer support is very helpful.,55
23,Female,Kerala,4,1,7,10,1,4,9.8,"Good internet speed, even during peak hours.",34
42,Female,Telangana,1,5,2,5,5,8,6.3,App crashes during recharge.,40
50,Male,Karnataka,2,6,3,5,5,8,1.0,Call quality could be better.,50
26,Male,Telangana,5,9,3,2,6,6,8.8,Call quality could be better.,56
20,Female,Tamil Nadu,6,6,9,10,6,1,3.3,The mobile app is slow to load.,75
37,Male,Kerala,4,4,9,8,9,6,4.6,"Good internet speed, even during peak hours.",75
49,Male,Andhra Pradesh,5,7,10,5,6,5,1.8,Internet is fast and reliable.,72
62,Female,Kerala,1,3,9,3,10,2,4.1,Poor network coverage indoors.,75
54,Female,Karnataka,4,2,4,2,10,3,8.0,I am satisfied with my plan.,49
40,Female,Tamil Nadu,4,2,7,7,9,3,2.3,Call quality could be better.,61
28,Female,Telangana,9,10,7,10,2,4,4.6,Poor network coverage indoors.,63
54,Male,Tamil Nadu,5,10,3,5,10,1,7.0,Signal drops frequently in my area.,76
29,Female,Andhra Pradesh,6,7,8,8,2,3,1.0,Customer support is very helpful.,53
38,Female,Karnataka,6,1,3,2,8,4,4.2,App crashes during recharge.,37
44,Male,Tamil Nadu,1,7,4,6,7,9,9.0,The mobile app is slow to load.,57
45,Male,Andhra Pradesh,1,9,5,5,2,9,7.0,Internet is fast and reliable.,49
28,Male,Karnataka,8,5,3,5,3,5,2.0,Internet is fast and reliable.,40
29,Male,Telangana,6,8,4,8,9,8,6.7,Customer support is very helpful.,74
46,Female,Kerala,2,4,8,4,8,5,0.7,"Good internet speed, even during peak hours.",62
30,Male,Tamil Nadu,3,8,5,2,4,1,8.8,Internet is fast and reliable.,59
51,Female,Andhra Pradesh,2,5,5,3,7,3,5.4,Great experience overall.,56
18,Male,Andhra Pradesh,5,2,1,4,3,2,9.8,App crashes during recharge.,17
52,Male,Kerala,4,8,6,3,1,9,2.0,Call quality could be better.,53
58,Male,Karnataka,10,7,3,2,10,6,1.5,Great experience overall.,62
54,Male,Tamil Nadu,7,9,7,10,6,7,5.6,The mobile app is slow to load.,69
56,Male,Karnataka,9,2,3,9,9,9,0.6,Customer support is very helpful.,45
